id,name,description
1937,Holman (Michael) personal,"The Holman tartan, a deeply personal and evocative design, is a testament to the rich heritage of Scottish tradition. Crafted by Michael Holman, an artist from the Isle of Mull, in collaboration with John Wonnacott, this intricate pattern pays tribute to its creator's family history and legacy. Originally designated as sett no.W3653/33, it was carefully recreated from a Johnsonts of Elgin sample to bring warmth and depth to the design. As a personal tartan, it holds special significance for Michael Holman and his descendants alone, who are bound by a controlled usage agreement that ensures its protection. This distinctive pattern is a poignant reminder of the importance of preserving family traditions and the cultural heritage that shapes our identities."
1938,Holmes [default]<br/>[AKA] Holmes Kennedy #2,"The Holmes tartan is a family heirloom with a rich history, dating back to the early 19th century when it was first collected by Scottish textile enthusiast William Paton. This distinctive sett is thought to have been part of a larger collection of traditional Scottish patterns, which were later refined and popularised during the Victorian era. With its bold black lines intersecting a rich blue and yellow ground, the Holmes tartan exudes a sense of warmth and tradition, evoking the rugged Highlands and the proud heritage of the families who wear it. As a clan tartan, the Holmes is steeped in history and culture, with its origins tracing back to Inverness, where Margaret McDougal of the Dalgety Archives identified it as a unique and significant example of Scottish textile art. Despite some adjustments for display purposes, this traditional sett remains an important part of Scotland's rich tapestry, embodying the values of family, community, and heritage that are at the heart of tartan tradition."
1940,Holyrood Chair,"The Holyrood Chair tartan is a historic and intriguing textile pattern, evoking the rich heritage of Scotland's storied past. As one of the ""Other"" category tartans, its origins remain shrouded in mystery, with John MacGregor-Hastie recording its design in his notes. This 19th-century-inspired sett bears a striking resemblance to a traditional Wilson pattern, which was commonly used for chair seat covers. The reference to ""chair"" is likely a nod to the original purpose of this tartan, rather than a literal connection to a specific piece of furniture. Its close affinity to registration number 5969 lends further insight into its historical context, suggesting a possible link to a larger family of Scottish designs. As such, the Holyrood Chair tartan represents a fascinating glimpse into Scotland's rich cultural tapestry, with its unique characteristics and subtle echoes of tradition waiting to be uncovered by those interested in unraveling the threads of Scotland's storied heritage."
1941,Holyrood Jubilee<br/>[AKA] Heirloom Holyrood Gold,"The Holyrood Golden Jubilee II tartan is a poignant tribute to the enduring legacy of the British monarchy, particularly the Golden Jubilee of Queen Elizabeth II in 2002. Created by renowned Scottish weaver Alistair Buchan of Lochcarron of Scotland, this commemorative tartan was specifically designed to mark this momentous occasion. As part of the UK's rich cultural heritage, this distinctive design is steeped in tradition and symbolism, evoking the majesty of Edinburgh Castle, where the Royal Family traditionally holds its official residence. With a carefully selected palette of colours, Buchan has masterfully woven together a narrative that pays homage to this special event, making this tartan an essential part of Scotland's textile heritage."
1943,Home (Vestiarium Scoticum),"The Hume Tartan, also known as Home or Vestiarium Scoticum, is a timeless Clan tartan steeped in history and heritage. First recorded by the Scottish registration office for tartans (Vestiarium Scoticum), this traditional pattern has been passed down through generations of the distinguished Home family, whose lineage dates back to ancient times. Though differing in colour from its Grey Douglas counterpart, the Hume Tartan retains the same iconic scheme, evoking a sense of tradition and honour that resonates deeply with Scottish culture. As an integral part of clan heritage, this tartan holds significant symbolic value, connecting families to their ancestral roots and proudly proclaiming their connection to a noble line of Scots."
1945,Home (Clans Originaux) (Archived),"The Home tartan, registered under the Clans Originaux category, embodies the rich heritage of Scottish clans with its subtle yet striking pattern. Originating from a rare 19th-century swatch book discovered in Paris, this distinctive tartan has been treasured by the Clan Home for generations. Now, held by Pendleton Mills in Portland, Oregon, where it remains an integral part of their collection, the Home tartan is a testament to the enduring legacy of Scottish tradition and cultural exchange. As a Clan tartan, its significance extends beyond mere fashion, representing the history and identity of the Clan Home community and their connection to the wider world of Scottish heritage."
1946,Hood [default],"The Hood tartan is a rare and storied pattern, its significance woven deeply into the fabric of Scottish heritage. Registered as ""Other"", this enigmatic tartan has been a family heirloom for over two centuries, passed down through generations in the United States. According to its registration notes, it was brought to America by Presbyterian Minister Alexander Hood, who emigrated from Scotland in 1759. The tartan has now found its way into the possession of the Tartans Museum in North Carolina, a testament to the enduring legacy of Scottish culture. Its origins shrouded in mystery, this tartan is a poignant reminder of the complex history and cultural exchange between Scotland and the New World, and its significance is not only tied to its historical provenance but also to the honour of those who have worn it over the years."
1947,Hope-Vere [default],"The Hope-Vere/Weir tartan is a testament to the rich heritage of Scottish clans, woven with threads of tradition and family pride. Registered in 1906 by William & Alexander K Johston, the esteemed experts on Scotland's clan tartans, this distinct pattern holds honour within the Weir family legacy. Specifically categorised as a Clan tartan, it is steeped in history and significance, reflecting the cultural identity of those who bear its name. The subtle nuances of its design evoke the rugged Scottish landscape, where family ties and traditions have been passed down through generations, evoking feelings of warmth and welcome. As a registered clan tartan, the Hope-Vere/Weir holds a special place in the hearts of Weirs around the world, symbolising a lasting bond to their ancestral heritage."
1949,Hopetoun House Preservation Trust,"The Hopetoun tartan is a prestigious corporate design, its rich heritage woven into the fabric of Scotland's storied history. Originating from the iconic Hopetoun House in West Lothian, this tartan proudly reflects the Marquess of Linlithgow's family colours: gold and blue. Its creation may be attributed to the Scottish Tartans Society, though the exact designer remains unknown. As a corporate tartan, the Hopetoun is licensed for use by companies and organisations seeking to evoke the elegance and sophistication associated with Scotland's noble families. With its storied past and timeless design, this tartan is a fitting choice for those seeking to add a touch of dignity and tradition to their brand or identity. Its significance extends beyond its commercial application, too, as it serves as a tangible link to Scotland's rich cultural heritage and the enduring legacy of Hopetoun House."
1950,Hopkins of Wales,"The Bute Heather, Modern is a captivating fashion tartan that embodies the timeless charm of Scotland's iconic heather moors. Designed by renowned Paisley-based firm Houston Kiltmakers, this vibrant pattern is part of a series of equally striking designs that pay homage to the majestic 'Bute Heather' blooms. By leveraging the versatility of traditional tartan design, the Bute Heather, Modern has been reimagined for modern fashionistas, its clean lines and bold colour palette infusing contemporary style with ancient Scottish heritage. Available for commercial use, this stylish pattern is an excellent choice for those seeking to add a touch of the rugged Scottish Highlands to their designs, and as part of Houston Kiltmakers' enduring legacy in Scottish tartan craftsmanship, it serves as a testament to the enduring appeal of traditional tartan design."
1952,Hose,"The Hose #2 tartan, designed by the renowned Scottish textile firm Wilsons of Bannockburn, is an emblematic example of 19th-century Scottish fashion, steeped in tradition and heritage. This fashion tartan was originally registered with the Scottish Tartans Authority, cementing its place within the rich tapestry of Scotland's cultural identity. The subtle yet striking pattern, featuring a symphony of blues, greens, and yellows, is said to evoke the elegance of bygone eras. As a fashion tartan, Hose #2 has been woven into the fabric of Scottish history, adorning kilts, scarves, and other garments worn with pride by those who cherish their heritage. With its understated yet sophisticated charm, this tartan design remains a testament to Scotland's enduring spirit and tradition."
1953,Hosey [default],"The Hosey tartan is a captivating family crest woven by Robert Boyd, a meticulous designer seeking to celebrate his own heritage and connect with those who share his surname. This clan tartan tells the story of a diasporic family's complex roots, woven from threads of Ireland, Scotland, and England. Red and blue stripes evoke the iconic colours of America, while white and blue represent Scotland, symbolising a sense of national pride and unity. In Ireland, yellow and green are intertwined, signifying a connection to the Emerald Isle. This deliberate juxtaposition of colours reflects the family's experiences of navigating multiple nations and cultures, ultimately seeking a shared identity through their Hosey name. Worn by anyone bearing the name, this tartan serves as a powerful symbol of belonging and heritage, weaving together the disparate threads of Robert Boyd's family lore into a rich tapestry of tradition and pride."
1954,House of Bruar,"The House of Bruar corporate tartan, designed by renowned Scottish textile experts at Johnstons of Elgin, is a testament to the rich heritage of Scotland's esteemed Highland family clans. First used in 1998, but not formally registered until 2001, this distinctive tartan has become an iconic symbol of prestige and sophistication for businesses seeking to connect with the country's storied past. Named after the picturesque town in the Scottish Highlands, which sits at the confluence of the River Bruar and the Black Isle, this tartan design weaves together a palette of earthy tones and muted blues, evoking the rolling hills, rugged landscapes, and warm hospitality that are synonymous with Scotland's rural heartland. As an official corporate tartan, the House of Bruar has been carefully crafted to represent the values of tradition, community, and excellence that define this iconic Scottish family name."
1955,Houston #2,"The Houston tartan is a distinctive and enigmatic pattern, born from the collaborative efforts of John P. Houston of Batesville, Arkansas, and W. James Houston of New Zealand. Originally asymmetric in its design, it has been incorrectly assumed to be symmetrical by the Scottish Tartans Society, resulting in this erroneous yet fascinating rendition. The story behind its creation is one of cultural pride and familial identity, with the two Houstons seeking to register their tartan as a personal symbol of their heritage. Though initially rejected due to TECA's reservations over its qualification as a traditional tartan, the design was ultimately given a temporary designation as 'John Houston' - an outcome that understandably rankled the original designers. Despite this setback, the Houston tartan remains a unique and intriguing example of modern tartanry, reflecting the complex and often nuanced nature of Scottish cultural identity."
1956,Houston,"The Houston #2 tartan is an intriguing example of an asymmetric design, crafted by esteemed designers John P. Houston of Batesville, Arkansas, and W. James Houston of New Zealand. This personal tartan bears the weight of its creators' passion for their heritage, with a history that meanders through the complexities of Scottish tradition. Initially met with hesitation from TECA due to its asymmetrical structure, the Houstons were ultimately referred to the Scottish Tartans Authority, where it remains an enigmatic entity. Despite initial registration being withdrawn, the design has persisted in a modified form, with W. James Houston revisiting and resubmitting his work in 1997, only to be recorded as a 'John Houston' - a testament to the enduring legacy of its namesake. This tartan stands as a poignant reflection on the blurred lines between tradition and innovation, weaving together threads of cultural identity and family history."
1958,Hubbard Foundation of Scotland,"The Hubbard Foundation of Scotland, registered with Lochcarron of Scotland, is a sophisticated Corporate tartan that embodies the values of modern Scottish business and tradition. This carefully crafted design is steeped in heritage, drawing inspiration from the rich history of Scottish enterprise and philanthropy. The tartan's subtle, muted hues evoke a sense of stability and reliability, making it an ideal choice for corporate wearers who wish to express their connection to Scotland while maintaining a professional edge. As a Corporate tartan, it is not associated with a specific Scottish clan or heritage society, but rather serves as a badge of pride for individuals and organisations committed to the values of community and civic engagement that are at the heart of the Hubbard Foundation's charitable mission."
1959,Hudson Hunting,"The Hudson Hunting tartan is a deeply personal and evocative name tartan, imbued with the rich heritage of Scotland's rugged landscape. Designed by Dr Philip D Smith Jnr, this distinctive tartan holds special significance for its creator, reflecting their own connection to the great outdoors. As a Name tartan, it represents an individual's unique identity and is often worn as a badge of honour by those who proudly bear its name. With no additional information available in the registration notes, the true story behind this tartan remains shrouded in mystery, leaving it to the imagination of those who wear it to weave their own narrative of tradition and heritage. Regardless, one thing is certain: the Hudson Hunting tartan embodies the timeless spirit of Scotland's hunting traditions, evoking images of wild moors, crisp air, and the camaraderie of the great outdoors."
1960,Hudson,"The Hudson tartan is a unique and personal creation, as signified by its ""Name"" category designation in the Register of Tartans. This distinctive pattern bears the mark of Dr Philip D Smith Jnr, a renowned Scottish textile expert who brought his vision to life with meticulous attention to detail. Unfortunately, no further information is available regarding the inspiration behind this tartan design, leaving it to interpretation and speculation among enthusiasts of Scottish heritage. Nevertheless, as a ""Name"" tartan, the Hudson pattern embodies the identity and story of its creator, making it a treasured family heirloom or personal statement for those fortunate enough to possess it. Its significance lies not only in its technical characteristics but also in the emotional resonance it holds for its owner, carrying with it the hopes, traditions, and values that are woven into the very fabric of Scottish tradition."
1961,Hudson Bay Company,"The Hudson's Bay Company tartan is a quintessential example of Scotland's rich textile heritage, born from the pioneering spirit of the 18th century fur trade. Named after the esteemed company that once spanned the vast expanse of North America, this distinctive fashion tartan is a testament to the innovative collaboration between Gordon Kirkbright and the Hudson's Bay Company. With its unique blend of blues, reds, and greens, the tartan echoes the rugged beauty of Scotland's wilderness and the adventurous spirit of those who braved its unforgiving landscapes. As a fashion tartan, it is imbued with the values of exploration, resilience, and timeless tradition that have defined Scotland for centuries, making it a revered choice among those who draw inspiration from the country's storied past."
1966,Hughes of Wales,"The Hughes of Wales tartan is a modern name tartan that has gained immense popularity since its introduction by Wales Tartan Centres in the late 1990s. Designed by Sheila Daniel, a renowned textile artist from Cambrian Woollen Mill in Powys, this unique and distinctive tartan celebrates Welsh heritage. Characterised by an unusual thread count and colour palette, the Hughes of Wales is set apart from traditional Celtic patterns, which often incorporate odd-numbered threads and varied warp and weft. While its historical significance may be debated, this name tartan has become a beloved symbol of Welsh identity and cultural pride. Notably, its use must be sanctioned by Wales Tartan Centres in Swansea prior to weaving, underscoring the importance of respecting the traditions and protocols associated with this modern icon of Welsh heritage."
1967,"Hughes, USA (Personal)","The Hughes (USA) tartan is a personal creation, registered to commemorate the individual bearing the name, Robert Hughes. Designed with sensitivity and care by renowned textile expert, Dr Philip D Smith Jnr, this unique tartan pays tribute to its owner's heritage. As a Name tartan, it is reserved exclusively for use by Robert Hughes, and its distinctive pattern is steeped in tradition and history. With no additional information available about the design's origins or inspirations, we can only assume that Dr Smith Jnr wove his expertise into a bespoke fabric that honourably reflects its wearer's identity and Scottish roots."
1968,Hughes (Personal),"The Hughes tartan, with its rich, earthy hues, pays homage to the heritage of a Scottish clan family rooted in Broughty Ferry. Registration notes from 1999 reveal that the tartan is associated with Ben Holm, Inverbervie, highlighting its connection to this North Sea coast location. This Clan/Family category tartan, designated by its proud bearers, is steeped in tradition and history. With no specific designer credited, the Hughes tartan's timeless design likely predates modern registration, drawing inspiration from the ancient weaving techniques of Scotland's past. The restrictions surrounding this tartan serve as a testament to its significance within the clan's family circle, ensuring that it remains an integral part of their cultural heritage and identity."
1969,Hughes Interconnection Int.;,"The Hughes Interconnection Int. tartan is a rich and meaningful family heritage, woven from the threads of tradition by renowned designer Grace Hughes. Originally inspired by her own surname, Hughes Personal tartan #2599, this unique interconnection of colours pays tribute to the esteemed name HUGHES while introducing subtle international flair. As a clan tartan, it holds significance for all bearers of the name, serving as a symbol of family unity and connection. Notably, its availability is restricted to Grace Hughes alone, underscoring the importance of preserving family traditions through her skilled hands. This tartan embodies the enduring spirit of Scottish heritage, where tradition meets innovation, and the beauty of a shared history is woven into every intricate pattern."
1970,Humphries (Name),"The Humphries family tartan is a cherished emblem of Scottish heritage, woven with love and tradition by the esteemed designers Helen and Olive Humphries in 1995. This Clan tartan is a testament to the rich cultural fabric of the Scottish people, its intricate pattern a reflection of the family's history and ancestry. With restrictions in place, this tartan holds great significance for those who bear the name Humphries, serving as a tangible connection to their roots and heritage. As a Personal tartan, it is reserved exclusively for members of the Humphries clan, making it all the more precious and meaningful to each individual who wears it with honour."
1971,Hungerford RFC,"The Hungerford RFC tartan is a distinctive Corporate tartan, expertly woven to represent the enduring spirit of Hungerford Rugby Football Club. Designed by renowned textile artist Bob Boulton, this vibrant and modern pattern embodies the club's sense of pride and community. As a Corporate tartan, it is intended for use in a range of applications, from team wear to merchandise, allowing the club to proudly showcase its identity both on and off the pitch. With no specific restrictions noted in the registration notes, this tartan is free to be enjoyed by fans of all ages, symbolising the inclusive and passionate world of rugby that Hungerford RFC represents."
1972,Hunnisett,"The Hunnisett/Edinchip tartan is a rare and intimate creation, designated as a ""Personal"" tartan within the Scottish Tartans Authority's esteemed classification system. Registered by its talented designer, Scarlett MBE, in collaboration with Jamie, this unique pattern holds significant emotional value for its creator. Woven with great care by skilled artisans at Lochcarron in Ross-shire, the Hunnisett/Edinchip tartan is a private family heritage that will be cherished for generations to come. With no publicly disclosed origins or stories associated with it, this tartan remains an enigma, shrouded in personal significance and history - a testament to the enduring power of Scottish tradition and the importance of preserving individual family legacies."
1973,Hunt (Melanie) personal,"The Hunt personal tartan is a testament to the enduring spirit of family tradition and cultural heritage, woven with love and dedication by weaver Andrew Elliot in his esteemed workshop at Selkirk. This distinctive Name tartan was created as a one-off birthday gift from Melanie Hunt to her husband on a milestone 40th birthday, imbuing it with a deep sense of personal significance. The subtle nuances of claret and blue evoke the iconic colours of West Ham United Football Club, while the emerald green pays homage to their Irish forebears' roots. As a bespoke tartan designed by Brian Wilton, this unique pattern serves as a poignant reminder of the interconnected threads of family, tradition, and cultural identity that weave together the rich tapestry of Scottish heritage."
1974,Hunter 1775,"The Hunter tartan, registered by the Scottish Tartans Authority in Canada in 2003, is a testament to Scotland's rich heritage and tradition. Woven with extraordinary complexity, this hard, superfine tartan features a striking full repeat sett of eight colours, carefully arranged to create a mesmerising pattern. With an astonishing 67 colour changes, this shawl's intricate design tells the story of generations past, evoking the rugged beauty of the Scottish Highlands and the storied history of its clans. Presented by Jean Hunter from Huntsville Ontario to the Scottish Tartans Authority, this tartan is believed to have originated with her father, the Rev. George W. Hunter, a minister in Aberdeen. The subtle embroidery of 'Donnald 1775' at the shawl's end adds a poignant personal touch, highlighting the intimate connection between family, tradition, and the timeless allure of Scotland's iconic tartans."
1976,Hunter of Bute [default]<br/>[AKA] Hunter Maroon<br/>[AKA] Hunter of Bute,"The Hunter of Bute tartan is a distinctive and storied Clan tartan, woven with meticulous attention to detail to evoke the rugged grandeur of Scotland's western islands. This personal tartan, borne by its creator, carries the weight of tradition and heritage, evoking memories of the rugged coastlines and heather-covered moors of Bute, where its namesake once roamed free. As a member of the Clan family, the Hunter of Bute tartan serves as a proud symbol of identity, weaving its wearer into the rich tapestry of Scottish history and culture. Despite being registered without formal notes, the tartan's presence in James Cant's colour strip book lends credence to its origins, hinting at a deeper connection to the islands and their storied past."
1977,Hunter of Hunterston [default]<br/>[AKA] Hunter of Hunterston,"The Hunter of Hunterston tartan is a proud emblem of Clan Hunter's heritage, woven from a rich tapestry of tradition and history. Designed by Capt T.S. Davidson for Clan Hunter in 1983, this distinctive tartan was later adopted by the esteemed Hunter of Hunterston, Chief of Clan Hunter, and has been a cherished symbol of family pride ever since. With its unique combination of blues, greens, and reds, this tartan evokes the rugged beauty of Scotland's Highland landscape and the unwavering loyalty of its clan members. Registration notes confirm that it was patented and registered with the Lord Lyon in 1991, solidifying its place as a revered part of Clan Hunter's honourable heritage, worn with pride by those who bear the name today."
1978,Hunter of Peebleshire [default]<br/>[AKA] Hunter of Peebleshire,"The Hunter of Peebleshire tartan is a rich and storied fabric, steeped in the history and traditions of Scotland's Highland clans. Believed to have originated as 'fancy' wear by Telfer Dunbar in the mid-20th century, this tartan was formally registered with the Scottish Tartans Society and is now associated with the esteemed Hunters of Peebleshire, a family name with roots in Ayrshire, Angus, and Renfrewshire. The design itself is thought to be an older variant, sometimes referred to as 'Old Hunter', which was frequently confused with a newer submission from 1985. With its intricate patterns and subtle colour palette, the Hunter of Peebleshire tartan evokes the rugged beauty and proud heritage of Scotland's rural past, making it a treasured symbol for those who bear this noble name or are drawn to its timeless charm."
1980,Hunter Old #2,"The 'Hunter' fashion tartan, designed by renowned Scottish textile experts at Wilsons of Bannockburn, embodies the rugged charm and timeless appeal of Scotland's great outdoors. Originally inspired by the storied history of hunting in the Highlands, this versatile tartan has been adapted for modern fashion wear, while still maintaining its authentic essence. With a thread count halved to showcase the sett pattern, this version presents a sleek, streamlined interpretation of the classic Hunter design. As a fashion tartan, 'Hunter' has become an honourable addition to Scotland's rich textile heritage, evoking images of misty glens and heather-clad moors, where tradition meets modern style."
1982,Hunter USA,"The Hunter tartan is a storied clan tartan that proudly represents the esteemed family of the same name, originating from Scotland's rugged Highlands. Designed by renowned weaver Peter MacDonald, this distinctive pattern has been woven for generations as a symbol of heritage and tradition. With its unique blend of blue (B) and red (R) tones, the Hunter tartan reflects the clan's rich history and ancestral ties to the region. The intricate design bears testament to the skill and craftsmanship of Scotland's master weavers, while its use by Clan Hunter members in the United States holds a special significance, as it marks an important cultural connection between this transatlantic family and their Scottish roots."
1984,Huntly District<br/>[AKA] Marchioness of Huntly,"The Huntly tartan is a richly woven testament to Scotland's storied past, its district origins reflecting the complex history of the region during the tumultuous 18th century. Originally set forth by Wilsons of Bannockburn in 1819, this tartan has been intertwined with that of the Marchioness of Huntly and later immortalised in D.W. Stewart's 1893 publication 'Old and Rare Scottish Tartans'. Its association with a diverse coalition of Highland clans, including Brodies, Forbes, Gordons, MacRaes, Munros, and Rosses, lends credence to its antiquity as a District sett. As a tangible connection to the '45 rebellion era, the Huntly tartan embodies the enduring spirit of Scotland's brave warriors, its intricate patterns a poignant reminder of a bygone era when loyalty, duty, and honour were etched into the very fabric of Highland tradition."
1985,Huntly District #2,"Huntly #3 is a classic fashion tartan that embodies the rich heritage of Scotland's Highland clans. Registered in 1988, this distinctive design has captured the imagination of many who appreciate the traditional artistry of Scottish weaving. A variation of the iconic Huntly tartan, #3 is distinguished by its subtle nuances and intricate colour palette, featuring a striking blend of blues, greens, and reds that evoke the rugged beauty of the Scottish Highlands. Associated with the noble House of Huntly, one of Scotland's most historic clans, this fashion tartan has been worn by generations of Scots who proudly wear their heritage on their sleeves. Its timeless elegance and understated charm have made Huntly #3 a favourite among tartan enthusiasts and designers alike, ensuring its continued popularity for years to come."
1986,Huntly Gordon Gathering 2000,"Huntly Gordon 2000 is a commemorative tartan born from the collective heritage of Huntly, a town steeped in history and tradition. Designed by Claire Donaldson for House of Edgar - Macnaughton Holdings Ltd., this distinctive tartan was chosen by local residents themselves through a trial process to celebrate the Gordon Millennium Gathering in 2000. The result is a vibrant design that proudly wears its heritage on its sleeve, with a subtle yet striking blue tone that gives way to rich warmth and depth. This tartan is more than just a fabric - it's a testament to community spirit and a celebration of Scotland's rich cultural tapestry, making it a treasured addition to any family or clan's heritage."
1988,Huntly [default],"Huntly #2 is a rich and storied district tartan, its intricate pattern evoking the rugged beauty of Scotland's north-eastern borders. As one of the oldest registered tartans, it holds significant cultural weight, tracing its origins back to the historic county of Kincardineshire. This distinctive design, though not attributed to a specific designer, is steeped in tradition and heritage, its woven threads whispering tales of ancient clan histories and battle-hardened bravery. With no recorded details of its creation or history provided by the registration notes, Huntly #2 remains shrouded in mystery, its significance waiting to be uncovered by those attuned to the whispers of Scotland's past."
1989,Hutcheson [default],"The Hutcheson tartan is a rich and storied family heirloom, created by renowned weaver Colin Hutcheson to commemorate his family's illustrious history in Scotland's textile industry. This clan tartan, woven from a palette of colours carefully selected from Johnstons of Elgin, pays homage to the Douglas clan, traditionally associated with Hawick in the Scottish Borders, where Colin began his career in 1956. A testament to the Hutcheson family's dedication to traditional weaving and manufacturing, this tartan design is an honour to four generations of skilled artisans who contributed to its creation. With a wealth of variation allowed for related names such as Hutchison, Hughson, MacCutcheon, and others, this tartan invites families and individuals with shared ancestry to wear their heritage with pride, while also celebrating the enduring legacy of Scottish craftsmanship and tradition."
1990,Hutchesons Grammar School,"The Hutchesons' Grammar School tartan is a rich and storied design, steeped in the heritage of Scotland's esteemed educational institution. This corporate tartan, designed by Colin Hutcheson, pays homage to the school's humble beginnings as an orphanage founded by George and Thomas Hutcheson, Glasgow merchants of great philanthropy, in 1641. The intricate pattern weaves together a narrative of tradition, scholarship, and community, reflecting the values that have guided the Grammar School for centuries. With its sophisticated colour palette and carefully considered sett, this tartan is a testament to the enduring legacy of the Hutcheson family and their dedication to education, which continues to inspire generations of Scotsmen and women today."
1991,Hutt,"The Hutt #1 tartan is a unique and intimate design, born from Kenneth Hutt's personal touch and tied to a special occasion - a wedding. As a Name tartan, it represents a family's heritage and legacy, a distinctive thread woven into the fabric of Scottish tradition. With its distinctive sett, this tartan is not merely a variation on a theme, but rather an original creation that stands on its own merits. While its colours may differ from another closely related design, Hutt #1 remains true to its core identity as a personal and meaningful symbol of family honour. Its registration notes hint at a rich history, though the full story behind this tartan's origins remains shrouded in mystery - much like the intricate patterns that form its distinctive weave."
1992,Hutton [default],"The Hutton tartan is a rich and storied Scottish heritage fabric, born from the family crest of Colin Hutton / Slanj, its esteemed designer. As a Name tartan, it serves as an honourable representation of the Hutton clan's legacy, allowing its wearers to proudly connect with their ancestry. Without restrictions, this tartan can be worn by anyone bearing the name Hutton, serving as a timeless emblem of family ties and tradition. The subtle nuances of its woven sample provide a glimpse into the craftsmanship that has gone into creating this unique pattern, ensuring that each wearer feels a sense of pride and belonging to the storied history of the Hutton clan."
1993,Hydesville Tower School,"Hydesville Tower is a distinctive Corporate tartan, born from its utilitarian origins as the school uniform for Hydesville Tower School in Walsall, West Midlands. With its unique colour palette and subtle texture, this tartan pays homage to the Scots' rich heritage of textile innovation, often driven by functional requirements. Category corporate speaks to its intended use beyond traditional Scottish clan affiliations or ceremonial contexts, instead embracing a broader role in modern British life. While it is unclear whether Christine Woolmer-Tyler's design was the original inspiration, the fact that two instances of this tartan exist under the Scottish Tartans Authority suggests a certain value and enduring appeal within the world of corporate wear. The Hydesville Tower tartan serves as a tangible connection to England's own rich textile history, blurring the lines between regional identity and global commerce."
1994,Hydro-Electric Corporate,"The Hydro-Electric tartan is a striking representation of corporate identity, woven with precision to reflect the innovative spirit of its namesake: Scotland's hydroelectric power industry. Designed by Melanie Robinson in collaboration with Blagden Clothing Group of Shotts, this distinctive tartan was chosen by the Board of Directors, including Lord Wilson of Tillyhorn, to embody the values of a dynamic and forward-thinking organisation. As a Corporate tartan, Hydro-Electric is intended for use by companies and businesses associated with renewable energy, sustainability, and technological advancement, serving as a badge of honour that fosters a sense of shared identity and community among its wearers. With its unique colour palette and carefully crafted motif, this tartan embodies the perfect blend of tradition and innovation, making it an ideal choice for those seeking to make a statement about their organisation's values and mission."
1995,Hyland Day,"Hyland Day is a bespoke, personal tartan woven with great care and devotion by House of Edgar - Macnaughton Holdings Ltd. This unique name tartan holds profound significance for its creator, Christopher Hyland, as it was inspired by his mother's connection to the Maxwell Hunting tradition. Having been recorded in the Scottish Register of Tartans, this tartan is now an integral part of Scotland's rich cultural heritage, symbolising family ties and ancestral roots. As a private family tartan, Hyland Day is steeped in history and nostalgia, evoking memories of cherished kinship bonds and enduring family traditions that transcend time and geography."
1996,Hyland Evening,"The Hyland Evening tartan, registered by the Kirk of Maxwell in Scotland, holds a special place in the hearts of those who bear its storied name. This personal tartan, created for Christopher Hyland by House of Edgar's skilled designers at Macnaughton Holdings Ltd., is deeply rooted in the rich heritage of the Scottish Highlands. The subtle nuances and intricate patterns that comprise this design are said to have been inspired by Mr Hyland's own maternal family connection to the Maxwell clan, whose Hunting tartan has been an enduring symbol of their proud history for generations. Now recorded with the Scottish Tartans Authority, this exclusive tartan is a testament to the enduring legacy of Scotland's ancient clans and their lasting impact on the world of textiles."
1997,"Hynde, Sir John;","Hynde (Sir John), a rich and storied tartan, has its roots firmly planted in Scottish heritage. Originally registered in 1744, it is believed to have been worn by Sir John Hynde Cotton, a Scottish gentleman whose trews are now preserved in the National Museum. This unique tartan falls under the 'Other' category, distinguishing itself from the more traditional clan patterns that have been woven for centuries. Its significance lies not only in its association with this enigmatic figure but also in its survival, serving as a tangible link to Scotland's complex and fascinating past. As a testament to Sir John Hynde Cotton's legacy, Hynde (Sir John) tartan remains a fascinating example of the diverse and ever-evolving nature of Scottish textiles."
1998,Hyndman [default],"The Hyndman tartan is a rich tapestry of Scottish heritage, woven from the very fabric of its wearer's ancestry. Originally designed for Mr C.P.Hyndman, the first Hyndman to record arms in the Lyon Register since 1672, this clan tartan tells the storied tale of the family's long and storied connection with the Royal Inneskillin Fusiliers. The colours - a deep blue, gold, and green - evoke the echoes of Scotland's glorious past, while also reflecting Mr Hyndman's Northern Irish roots and his wish to see the tartan accessible to all members of the clan regardless of their family ties. This intricate pattern is a testament to the power of tradition and community, with its threads carefully woven from the territorial origins of the name - Paisley and Ulster - creating a beautiful and meaningful connection between past and present."
1999,Ibrox District,"The Ibrox tartan, designed by Geoffrey Highland Crafts, holds a poignant significance within Scottish heritage, reflecting the tumultuous history of one of Scotland's most storied football clubs. Originally created as an alternative to the Rangers Football Club's own tartan, Ibrox proudly pays homage to the club's iconic home ground in Glasgow, where the team has been based since 1899. With its distinctive colour palette echoing the hues of the Rangers' signature red and blue, this tartan design serves as a testament to the enduring passion and loyalty of the club's supporters. Despite originating from a disputed contract with Geoffrey Highland Crafts, Ibrox has become an integral part of Scottish textile tradition, symbolising the rich cultural history and community spirit that defines the Rangers Football Club and its devoted fan base."
