id,preview,type,family,name,nationality,legacy_id,attribute,offline,restriction_supplier,active,customers,created_at,description,register_id
704,,Tartan,Campbell of Inveraray,Campbell of Inveraray [default]<br/>[AKA] Campbell of Inveraray,,64195,,False,,True,False,2025-10-24 16:10:47.130629,,
705,,Tartan,Campbell of Lochawe,Campbell of Lochawe [default]<br/>[AKA] Campbell of Lochawe,,13,,False,,True,False,2025-10-24 16:10:47.130736,"The Campbell of Loch Awe tartan holds a special place within Scotland's rich tapestry, its history woven into the fabric of the country's military heritage. This distinctive sett was once worn by the Medical Officer of the 42nd Regiment, a notable example of its significance being captured in a c.1770 painting that has been meticulously documented. While it may be a 'simplified manufacturers version', this tartan is undoubtedly rooted in tradition and proudly displays the Campbell clan's association with Loch Awe. Its origins, however, are shrouded in mystery, leaving its true designer unknown to us. Nevertheless, the Scottish Tartans Society's archives have provided a tantalising glimpse into its past, courtesy of Alastair Campbell's research and the collection of James Mackinlay, a renowned tartan collector between the wars. Despite restrictions on its use, this tartan remains an evocative symbol of Scotland's storied military history and the enduring legacy of Clan Campbell.",1398
706,,Tartan,Campbell of Lochlane,Campbell of Lochlane [default]<br/>[AKA] Campbell of Lochlane,,3799,,False,,True,False,2025-10-24 16:10:47.130860,"The Campbell of Lochlane tartan is a proud emblem of Scottish heritage, its origins shrouded in mystery since it was registered as a coat of arms in 1730. This distinctive tartan, designated for the Campbell family of Lochlane, is part of a broader tradition of clan-specific patterns that have been woven into the very fabric of Scotland's identity. With no official designer credited, the design is believed to have been derived from the coat depicted in the 1730 portrait of Sheriff Campbell of Lochlane, which immortalised the tartan as an integral part of his regalia. As such, this tartan holds significance not just for the Campbells, but for all those who wear it with honour, connecting them to a rich history and tradition that spans centuries. Its place within the 'Other' category highlights its unique status as a familial emblem rather than a strictly clan-based design, setting it apart from more traditional tartans while still paying homage to Scotland's rich weaving heritage.",1399
707,,Tartan,Campbell of Loudon,Campbell of Loudon [default]<br/>[AKA] Campbell Loudon<br/>[AKA] Campbell Louden<br/>[AKA] Campbell of Loudon,,4436,,False,,True,False,2025-10-24 16:10:47.131179,"The Campbell of Loudoun tartan, registered to mark the identity of the storied Clan Campbell family, boasts a rich and complex heritage woven into its very fabric. This distinctive sett, featuring bold black tramlines on a striking blue background, tells the tale of Castle Loudoun in Ayrshire, Scotland, where the clan's ancestral seat once stood. Originally introduced by W & A K Johnston's 1906 publication Clans Originaux, this variation differs from its predecessor, which lacked the dramatic blue accents now synonymous with the Campbell tartan. As a registered family tartan, it serves as an honourable badge of connection for those whose surnames bear testament to their illustrious heritage, allowing them to wear a tangible representation of their clan's proud history and tradition.",1401
709,,Tartan,Campbell of Loudon,Campbell of Loudon Plaid<br/>[AKA] Campbell of Loudon; Plaid,,5,,False,,True,False,2025-10-24 16:10:47.130981,,
710,,Tartan,Campbell,Campbell Red,,1592,,False,,True,False,2025-10-24 16:10:47.128862,"This iconic Campbell, Red tartan is steeped in history and Scottish heritage, its origins dating back to the 18th century. Designated as ""Other"", it falls outside the traditional clan system, yet still holds significant cultural weight. The tartan's subtle variations in colour are a testament to its age, with the red tones evoking the fiery passion of the Campbell clan's past. Its design is rooted in the portrait of John Campbell of the Royal Bank of Scotland, circa 1759, making it an invaluable piece of documentation for historians and enthusiasts alike. With no designer credited, its origins remain a mystery, adding to its enigmatic charm. Despite lacking formal restrictions, this tartan remains deeply tied to Scotland's rich history and tradition, inviting wearers to tap into the honourable heritage of one of the country's most storied clans.",1406
713,,Tartan,Campbell,Campbell [default]<br/>[AKA] British Army - 42nd Regiment #2<br/>[AKA] Government Tartan No. 1A,,1,,False,,True,False,2025-10-24 16:10:47.127486,"The Campbell tartan is a revered and storied Scottish heritage fabric, steeped in tradition and family pride. Originally designed to identify the Black Watch regiment in 1739, this distinctive sett was adopted by the Campbell clan in the early 19th century, solidifying its place in Scottish history. Today, the tartan remains an honouring tradition, worn with distinction by the present Duke of Argyll, a direct descendant of the clan's founder. This bold and striking pattern is not only a testament to the bravery and loyalty of the Black Watch, but also a proud representation of the Campbell family's rich heritage. With its unique combination of blues, greens, and reds, the Campbell tartan is a fitting tribute to Scotland's storied past and a reminder of the enduring spirit of the Highland clans.",1384
714,,Tartan,,Campbell Collegiate School Collegiate,Scottish,44019,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.474698,,
721,,Tartan,,Canadian Dental Association,Canadian,73128,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.474582,"This unique corporate tartan, registered in honour of the Canadian Dental Association, embodies the spirit of professionalism and tradition in Canada's healthcare sector. Designed by Carol A L Martin, the distinctive tartan features the CDA's iconic logo at its centre, comprising an ancient symbol of healing, ""The Staff of Asclepius"", surrounded by a striking coiled serpent motif in grey. The white interlocking circle and triangle add an air of unity and strength, while the autumnal hues of red, evoking the maple leaf, serve as a powerful nod to Canada's rich heritage. In its bold, modern design, this tartan celebrates the Canadian Dental Association's commitment to excellence and service, while also paying tribute to the country's diverse provinces and territories, woven together like the ""houndstooth"" pattern of 13 lines that make up the maple leaf's intricate design.",1417
725,,Tartan,,Canadian Legion Branch 50,,1327,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.473895,"This distinctive Corporate tartan, registered with the Scottish Register of Tartans, holds a deep connection to Canada's rich military heritage. Designed specifically for the Canadian Legion veterans' organisation, it pays tribute to the bravery and camaraderie of Branch 50's Pipe Band from Kitchener, Ontario. The tartan's origins date back to the Pipe Band's former incarnation with the Royal Canadian Legion, evoking a sense of tradition and honour. Worn by generations of service personnel and their families, this Corporate tartan serves as a proud emblem of brotherhood and loyalty among those who have served Canada's armed forces. Its significance extends beyond corporate wear, representing the enduring bonds forged through shared experiences and sacrifices in the name of country.",1421
729,,Tartan,,Canine All Dogs,Scottish,43649,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.472678,"This vibrant Canine All Dogs tartan, designed by renowned textile artist Georgina McIntosh, is a celebration of our canine companions and the unbreakable bond between humans and dogs. Registration notes proudly declare its purpose as a tribute to all dogs, honouring their unwavering loyalty and affectionate nature. As a Fashion category tartan, this design has been carefully crafted to add a splash of personality to any outfit or textile project. However, its creation is subject to certain restrictions, with permission from the designer required to use or weave this unique pattern. This tasteful recognition of our four-legged friends is a testament to the enduring spirit of Scottish tradition and the country's long-standing affinity for dogs as beloved family members and loyal companions.",1435
738,,Tartan,,Cardiff City Football Club,,6635,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.473247,"The Cardiff City Football Club tartan is a unique and prestigious corporate design, steeped in the rich history and heritage of Welsh football. Registered by Chief Executive David Temme, this distinctive tartan reflects the club's evolution over time, with beige representing its inaugural kit from 1899, blue signifying the current home kit, and red hinting at the upcoming away kit. The black thread weaves together the iconic St. David's cross, which forms the basis of the new club crest. Woven by Cambrian Woollen Mill via the Welsh Tartan Centre, this tartan showcases the skillful craftsmanship of traditional weaving techniques, with a distinct warp and weft that sets it apart. As an official corporate tartan, it serves as a badge of honour for the club, symbolising tradition, unity, and pride among fans, while also providing a unique opportunity for corporate wearers to show their affiliation with this beloved Welsh institution.",1459
739,,Tartan,Cargill,Cargill [default]<br/>[AKA] Cargill Beachan na Clerich<br/>[AKA] Clergy (Cargill)<br/>[AKA] Clergy [default],,3132,,False,,True,False,2025-10-24 16:10:47.131326,"The Atlantic Police Academy tartan is a tribute to the esteemed institution's proud heritage, woven into every subtle yet striking thread. As a Corporate tartan, its purpose is multifaceted - it can be worn by individuals associated with law enforcement agencies, symbolising unity and solidarity among those dedicated to serving their communities. The design itself, created by renowned designer Elisa Brown-Martel, tells the story of Summerside's Atlantic Police Academy, where individuals from Prince Edward Island and beyond come together to prepare for careers in policing. Its subtle nuances evoke a sense of professionalism and discipline, while its rich colours whisper stories of a nation's unwavering commitment to public service - a testament to Scotland's enduring legacy as a land of bold heritage and steadfast tradition.",409
742,,Tartan,Carlisle,Carlisle Ancient,,680,,False,,True,False,2025-10-24 16:10:47.131455,"The Carlisle Ancient tartan, born from the meticulous hands of Christopher Justus, is a testament to the rich tapestry of Scottish heritage. Originally created for the esteemed Carlisle clan, this tartan's deep roots lie in the history of an old Perthshire family. Though its 'ancient' moniker may be misleading, its significance cannot be overstated - this tartan serves as a badge of honour for those who wear it, proudly declaring their connection to this revered family line. With restrictions specifically designed to ensure its authenticity and exclusivity, the Carlisle Ancient tartan embodies the values of tradition and kinship that have defined Scottish culture for centuries, making it an invaluable part of any clan's or family's heritage and identity.",1468
743,,Tartan,Carlisle,Carlisle [default],,674,,False,,True,False,2025-10-24 16:10:47.131574,"The Carlisle Family tartan is a storied and noble design, born from the rich heritage of a Scottish clan with a long and illustrious history. Registered as a Name tartan, it holds a special place in the annals of Scottish tradition, passed down through generations of the esteemed Justus family, who originated from Perthshire. Derived from the Coat of Arms, this distinctive pattern showcases a blend of earthy tones and subtle nuances that evoke the rugged beauty of the Scottish Highlands. With its origins rooted in the very fabric of Scotland's nobility, the Carlisle Family tartan is a testament to the country's storied past and the enduring legacy of a bygone era.",1467
745,,Tartan,Carmichael,Carmichael [default],,1078,,False,,True,False,2025-10-24 16:10:47.131696,"The historic Carmichael tartan is an iconic representation of Scottish clan heritage, meticulously recorded in the Lord Lyon Book on 21st September 1984 by Richard Carmichael, 30th Chief of the Carmichael family. This storied tartan has been woven for generations, its significance deeply intertwined with the Stewart of Appin and MacDougall (MacMichaels) families, who have graciously granted their approval for the wearing of this distinguished tartan. First documented by Scottish Tartans Society in 1907, when Carmichael of Artherstone sealed a sample in the Highland Society's Collection, this tartan has undergone slight variations in proportion over time, notably in its black and green stripes. As a testament to Scotland's rich cultural legacy, the Carmichael tartan embodies tradition, honour, and family pride, making it an enduring symbol of heritage and identity for those who bear the name.",1473
746,,Tartan,Carnegie,Carnegie #2,,1153,,False,,True,False,2025-10-24 16:10:47.132410,"The Carnegie #3 tartan is a rich tapestry of Scotland's storied past, woven with reverence for one of its most esteemed clans. Registered in 1859, this iconic tartan was born out of the skilled hands of Robert Mitchell, a Scottish weaver who honed his craft in Dublin in the mid-19th century. As a Clan tartan, Carnegie #3 holds profound cultural significance, its intricate patterns and subtle nuances holding secrets of family heritage and tradition. This majestic design is a testament to Scotland's ancient weaving roots, where precision, patience, and passion converge to evoke the storied history of the Carnegie clan. Its timeless beauty invites wearers to tap into their Scottish legacy, while also celebrating the artisanal expertise that has preserved this piece for generations.",1476
747,,Tartan,Carnegie,Carnegie #3,,497,,False,,True,False,2025-10-24 16:10:47.132295,"Carnegie #2, a timeless and dignified clan tartan, is steeped in history and tradition. Registered with The Scottish Tartans Society, this distinctive pattern has been woven into the fabric of Scotland's rich heritage for generations. As a Clan tartan, Carnegie #2 holds significance within the family group it was designated to represent, signifying unity, solidarity, and pride amongst its bearers. The subtle interplay of blue, green, and yellow hues creates a striking visual effect that echoes the rolling hills and rugged landscapes of the Scottish countryside. With no specific designer credited, this tartan's origins remain shrouded in mystery, yet its enduring appeal is a testament to the power of tradition and cultural identity.",1475
748,,Tartan,Carnegie,Carnegie Check,,4463,,False,,True,False,2025-10-24 16:10:47.132171,"The Carnegie Check is a storied tartan, steeped in tradition and heritage as a District pattern. Registered to commemorate its esteemed origins, this distinctive tartan weaves together threads of history and local identity, echoing the rich cultural tapestry of Scotland's districts. With a subtle yet unmistakable check pattern, characteristic of the Woolly Mill design, the Carnegie Check is a testament to the ingenuity and craftsmanship of Scottish textile artisans. As a District tartan, it holds significance for its assigned locality, reflecting the unique blend of history, community, and tradition that defines this particular region. This timeless tartan continues to bear witness to Scotland's enduring legacy, a symbol of local pride and heritage that endures through generations.",1477
749,,Tartan,Carnegie,Carnegie Dress,,1869,,False,,True,False,2025-10-24 16:10:47.132055,"The Carnegie Dress tartan is a vibrant and elegant representation of Scottish heritage, hailing from the esteemed House of Carnegie. As part of Hugh Macpherson's oeuvre as a kiltmaker in Edinburgh, this dress tartan was designed for dancing and other informal occasions, its beauty and energy evoking the spirited gatherings of clan gatherings past. Characterised by a striking substitution of white for one of its ground colours, typically the blue, to distinguish it from the more formal 'clan' versions, this tartan wears its informality with pride. A testament to Scotland's rich tradition of textile craftsmanship and family identity, the Carnegie Dress tartan is a cherished relic of the country's storied past, its very existence woven into the fabric of the nation's history and cultural heritage.",1480
750,,Tartan,Carnegie,Carnegie Dress; Dance,,4462,,False,,True,False,2025-10-24 16:10:47.131940,,
754,,Tartan,Carr,Carr [default],,4120,,False,,True,False,2025-10-24 16:10:47.132525,"The Carr personal tartan is a distinctive and intricate design created by renowned Scottish weaver David Charles Dalgliesh, registered under the Personal Tartans category. This unique pattern holds great sentimental value as it was chosen specifically for an individual's honour and identity. Unfortunately, the registration notes do not provide further information about this tartan's origins or inspiration, leaving room for interpretation. Nonetheless, its existence is a testament to the enduring significance of personal tartans in Scottish heritage, serving as a tangible representation of one's family history and cultural affinity. With its unique characteristics prepared for weaving by Dalgliesh Ltd, the Carr tartan stands as a cherished part of its owner's legacy, awaiting the creation of garments and textiles that will proudly showcase this special design.",1488
766,,Tartan,Casely of Mannerston,Casely of Mannerston [default]<br/>[AKA] Casely of Mannerston,,7166,,False,,True,False,2025-10-24 16:10:47.132900,"The Casely of Mannerston tartan is a treasured Scottish heritage piece, steeped in tradition and family history. Registration notes indicate its origins as a personal design, initially created by Harry Lindley for Gordon Casely, which was later modified by the latter's son Bruce. This unique tartan holds significance within the clan's honourable lineage, reflecting the storied legacy of the Casely dynasty. With its distinctive colour palette and subtle variation in sett, this Name tartan embodies the rich cultural heritage of Scotland's clans, evoking a sense of pride and connection to the country's storied past. As a testament to Gordon Casely & Bruce's meticulous attention to detail, this tartan design continues to honour the family's history, while also standing as a tribute to the timeless traditions that define Scottish identity.",1513
767,,Tartan,Casely,Casely [default],,2146,,False,,True,False,2025-10-24 16:10:47.132773,"The Casely tartan is a distinctive Name tartan, created in 1993 for Gordon Casely's family in response to his petition to the Scottish Tartans Society. Designed by renowned textile artist Harry Lindley for Kinloch Anderson Ltd, this unique pattern weaves together threads of heritage and tradition. Originally commissioned by Gordon Casely in 1990, the tartan was formally accredited by the Scottish Tartans Society, acknowledging its connection to a specific clan or family lineage. Today, the Casely tartan serves as a testament to the enduring power of community and identity, reminding us of the rich cultural heritage that underpins Scotland's iconic textiles.",1512
771,,Tartan,Caskie,Caskie #2,,5894,,False,,True,False,2025-10-24 16:10:47.133016,"The Caskie tartan is a rich and storied design, steeped in Scottish heritage and tradition. While its designer's identity remains unknown, the registration notes hint at a connection to Donald Caskie, affectionately known as the Tartan Pimpernell. Composed of a distinctive colour palette, this tartan was reportedly created to commemorate the life and legacy of the eponymous individual, whose name appears in the register alongside those of other clan chiefs. Interestingly, this particular tartan diverges from the proportions used by its fellow petitioners, instead adopting the colours found on a paper strip that may have been sourced from Harry Lindley's papers. The origins of the Caskie remain somewhat obscure, with the Lord Lyon's office refusing to entertain petitions from non-chief petitioners - an intriguing aspect of the tartan's history that adds to its mystique.",1518
772,,Tartan,Caskie,Caskie [default],,5893,,False,,True,False,2025-10-24 16:10:47.133136,,
773,,Tartan,,Castlecraig Renewal Clinics Recovery 12 Step,,2439,,True,Restricted Fabrics,False,False,2025-10-24 16:10:47.473130,"The Recovery tartan, designed by Peter McCann in 1998, is a striking corporate tartan imbued with the spirit of renewal and healing. Commissioned for Castlecraig Renewal Clinics Ltd, a leading residential hospital in the Scottish Borders specialising in the treatment of alcoholism and drug addiction, this distinctive design reflects the organisation's commitment to helping individuals overcome their struggles. The intricate weave, featuring a deep blue outer colour scheme with darker tramlines, evokes the rich heritage of Scotland's healthcare system, while also symbolising hope and recovery for those who wear it. As a corporate tartan, Recovery is designed to be worn proudly by employees and affiliated organisations, serving as a badge of honour that supports a vital cause.",7658
774,,Tartan,,Castlecraig Renewal Clinics Recovery Dress,,2441,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.473014,"The Recovery Dress tartan, designed by Peter McCann, embodies the spirit of resilience and renewal, specifically championed by Castle Craig Renewal Clinics Ltd, a pioneering residential hospital in Scotland's Scottish Borders. Weaved on a traditional Lochcarron loom in February 1998, this corporate tartan is a tribute to the dedicated medical professionals and individuals who embark on their journey towards recovery within the clinic's walls. Characterised by a striking blue ground verging on black, the non-repeating sett sets itself apart with its unique tone, reflecting the sombre yet hopeful atmosphere of the treatment centre. As a registered design, this tartan is granted only to those who obtain permission from Peter McCann, underscoring the importance of authentic representation and respect for the institution's values. This distinctive tartan serves as a powerful emblem of support for those seeking recovery, while also paying tribute to Castle Craig's vital work in addressing addictive disease.",7659
775,,Tartan,,Castlecraig Renewal Clinics Recovery Hunting,,2440,,True,Restricted Fabrics,False,False,2025-10-24 16:10:47.472895,"Recovery Hunting, a distinctive corporate tartan designed by Peter McCann of Lochcarron in 1998, is an apt symbol for Castle Craig Renewal Clinics Ltd., a residential hospital in the Scottish Borders dedicated to treating alcoholism and drug addiction. This bold and striking pattern, woven on a traditional Highland blue verging on black, embodies resilience and determination - qualities that underpin the hospital's mission to aid individuals in their recovery journeys. By incorporating this tartan into corporate branding and materials, Castle Craig Renewal Clinics Ltd. pays homage to its Scottish heritage and its commitment to helping people overcome addiction. The restrictions placed on its use, requiring permission from Peter McCann, ensure that the design is respected and used authentically, reinforcing the hospital's connection to the rich textile traditions of Scotland.",7660
778,,Tartan,Cates,Cates Dress,,6834,,False,,True,False,2025-10-24 16:10:47.133315,"The Cates Dress tartan is a vibrant and timeless Name tartan, born from the creative vision of Katieanne Cates. This distinctive pattern, once woven by DC Dalgleish in Scotland and later replicated in the USA by Manaugh, was created to commemorate a family's heritage and identity. As an unrestricted Clan/Family tartan, it holds no connection to a specific Scottish clan or lineage, making it accessible to anyone who wishes to pay homage to their own family roots or simply appreciate the rich tradition of Scottish textiles. With its bold colours and intricate weave, this tartan design is sure to make a statement, evoking feelings of warmth, community, and cultural pride that are at the heart of Scotland's cherished heritage.",1530
780,,Tartan,Cates,Cates Hunting,,6840,,False,,True,False,2025-10-24 16:10:47.133640,"The Cates Hunting tartan is a quintessential Scottish family tartan, born from the ingenuity of Katieanne Cates' creative vision. Originally woven by DC Dalgleish in Scotland and Manaugh in the USA, this distinctive tartan was designed as an unrestricted Clan/Family tartan, embracing its connection to heritage and tradition. Characterised by its bold, repeating patterns of blue and green hues, punctuated by flashes of red and yellow, Cates Hunting evokes the rugged beauty of the Scottish Highlands, where history and culture converge. This tartan's purpose is as much a tribute to family legacy as it is an expression of individual identity, its unique design serving as a testament to the rich tapestry of Scottish heritage.",1531
781,,Tartan,Cathcart,Cathcart [default],,4479,,False,,True,False,2025-10-24 16:10:47.133760,"The Cathcart tartan is a richly textured and storied example of Scottish heritage, with its origins rooted in the 19th century. This distinctive tartan, once proudly worn by members of the esteemed Cathcart family, was recorded from a woollen blanket spun and woven during the period 1825-1840. Now preserved in the Deerfield, Massachusetts museum, the Cathcart tartan is a testament to the enduring legacy of Scottish tradition, with its carefully crafted stripes and subtle colour variations evoking a sense of history and cultural significance. As an ""Other"" category tartan, it defies straightforward clan affiliation, instead embodying the identity of a family or community rather than a specific lineage. Its preservation serves as a poignant reminder of the enduring power of textiles to connect us to our past and our heritage.",1532
782,,Tartan,,"Causeway, The",Scottish,44083,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.472791,"The Causeway tartan, created by renowned designer Martin Balmer, is a testament to the rich cultural heritage of Northern Ireland, specifically inspired by the breathtaking natural beauty of the Giant's Causeway district. This unique tartan design not only pays homage to the area's striking geological formations but also incorporates the vibrant fuchsia colour, reminiscent of the wildflowers that bloom during the summer months, adding a touch of warmth and character to the palette. As a District tartan, it holds a special place within the world of Scottish textiles, signifying a strong connection to this region and its people. However, due to the exclusive weaving agreement with Marton Mills, the Causeway tartan can only be woven according to strict guidelines, ensuring its authenticity and integrity are preserved for future generations to cherish.",1537
799,,Tartan,,Chalk (Robert) personal,Scottish,43986,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.473716,,
800,,Tartan,,Chalmers (Kilsyth) personal,,4073,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.477220,"The Kilsyth tartan is a deeply rooted District tartan, carefully crafted to represent the heritage and identity of those with ancestral ties to this historic Scottish town and its surrounding communities. Designed by William & Colin Chalmers, the tartan's intricate patterns weave together traditional threads of local culture, paying tribute to the region's rich history and geography. As a Clan/Family tartan, it holds special significance for those connected to Kilsyth, spanning generations across continents as far afield as Canada, Australia, New Zealand, and America. By embracing this vibrant and distinctive design, wearers can proudly express their connection to this beloved Scottish town, while also paying homage to the rich traditions that have shaped its identity over time.",4644
801,,Tartan,,Chalmers (William) personal; European Union,,2486,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.477111,"This striking Fashion tartan, designed by William D. Chalmers, pays tribute to European unity and the rich history of the continent. Inspired by the iconic 12-star European Union flag, the tartan weaves together the colours of the flag's blue background, red, white, and black. A small red line subtly weaves through the design, symbolising the sacrifices made on European soil throughout recorded history, while a larger white line represents the pursuit of peace. This powerful tartan is an authentic representation of Scottish craftsmanship, originally registered with the Scottish Tartans Society, the UK Patent Office, and other esteemed institutions. As a testament to unity and resilience, this Fashion tartan serves as a poignant reminder of Europe's shared heritage and values.",2787
802,,Tartan,,Chambers (Christopher) personal,Scottish,43552,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476985,,
803,,Tartan,,Charles Carberry,,62676,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476829,,
809,,Tartan,Chattan,Chattan #3,,1625,,False,,True,False,2025-10-24 16:10:47.133895,"The Chattan variation, a subtle yet nuanced interpretation of Scotland's storied Clan Chattan tartan, holds deep cultural significance within the Highlands' rich heritage. Originally registered by the Scottish Tartan Society as a variation of STR #622, this sett has been tweaked to redefine the classic pattern's palette, toning down the prominent red hue in the first pivot and eliminating the white thread that once added subtle contrast. This thoughtful adaptation preserves the essence of Clan Chattan's proud tradition while introducing an air of understated sophistication, much like the subtle nuances found in the intricate brogue patterns woven by Scotland's skilled tartan weavers over centuries past.",1622
810,,Tartan,Chattan,Chattan Chief,,1852,,False,,True,False,2025-10-24 16:10:47.134018,"The Chattan, Chief of Clan tartan is a storied and esteemed design, steeped in tradition and heritage. As the specific sett recorded for the chief and his immediate family within the Lyon Court Public Register of All Arms & Bearings, this tartan holds great significance as a symbol of lineage and familial pride. Its origins can be traced back to Finzean's Fancy, a term first documented by D Mackintosh in 1947, highlighting its importance as a clan tartan. With a rich history spanning centuries, the Chattan's intricate design is a testament to Scotland's rich weaving traditions. Although restricted specifically for use by the chief and his family, this tartan remains an enduring representation of Clan Chattan's proud heritage, woven with precision according to the traditional 1:8 threadcount ratio as recorded in 'The Tartans of Clan Chattan' by James D Scarlett.",1623
811,,Tartan,Chattan,Chattan [default]<br/>[AKA] Chattan Finzean's Fancy,,1851,,False,,True,False,2025-10-24 16:10:47.134135,"The Chattan tartan is a revered Clan tartan steeped in Scottish heritage and tradition. With its unique sett, this iconic tartan has been an integral part of the Mackintosh family's identity for generations, earning it recognition as their official clan tartan in 1816. As attested to by James Logan and recorded on the Public Register of Arms and Bearings, the Chattan tartan holds a special place in the history of Clan Mackintosh, its significance extending beyond mere fashion to represent honour, tradition, and family legacy. This historic tartan has been woven into the very fabric of Scottish clan culture, its intricate design telling the story of a proud and storied heritage that continues to inspire and connect with those who wear it today.",1624
812,,Tartan,Cheape of Torosay,Cheape of Torosay [default]<br/>[AKA] Cheape of Torosay,,4497,,False,,True,False,2025-10-24 16:10:47.134253,,
813,,Tartan,,Check Trading Co Tokyo Glen Flesk,,2369,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476674,"Glen Flesk, a stylish fashion tartan born from the creative genius of Lochcarron of Scotland, weaves together threads of Scottish heritage and modern flair. Inspired by the Burns Check, a timeless classic renowned for its striking red and blue hues, Glen Flesk's design pays homage to the rich cultural legacy of Scotland's weaving traditions. With its bold colour palette and intricate texture, this fashion tartan is perfect for those seeking to add a touch of Scottish elegance to their wardrobe. Registered in 1997, Glen Flesk holds a special place in the hearts of tartan enthusiasts, offering a stylish interpretation of Scotland's iconic tartans that continues to inspire wearers to this day. Note that its availability may be restricted due to its original registration with The Check Trading Co, Tokyo, making it all the more coveted by those seeking to own a piece of Scottish design heritage.",3309
814,,Tartan,,Check Trading Co Tokyo Peterhead District,,2368,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476451,"The Peterhead tartan, registered to Lochcarron of Scotland, is a fashionable interpretation of traditional Scottish weavers' art. Originally inspired by No.53 from the Mull or Glenlyon sett, Dawn Robson-Bell's design was created with the Check Trading Co in Tokyo. However, it appears that some colour shades were misinterpreted during the registration process. This tartan holds significance within the fashion category, and its incorporation into contemporary designs reflects the enduring appeal of Scottish heritage to global audiences. Although subject to specific restrictions, the Peterhead tartan remains a testament to the rich history and cultural diversity of Scotland's tartan traditions.",7246
823,,Tartan,Childers,Childers Gurkha Rifles<br/>[AKA] Childers Universal<br/>[AKA] Childers  First Gurka Rifles,,1090,,False,,True,False,2025-10-24 16:10:47.134374,"The Childers tartan is a storied military design born from the War Office in 1907, with H.B. MacKintosh of Elgin masterfully weaving its colours. Commissioned in honour of Rt. Hon. Hugh C.E. Childers, then Secretary of State for War, this tartan was specifically created to distinguish the distinctive uniforms of 1st Battalion, 1st Ghurka Rifles. Often referred to as 'Childers Universal', it has become a testament to Scotland's rich military heritage and its contribution to British colonial history. Although its traditional blue hues may vary in intensity, with some interpretations opting for a lighter green 'ash leaf' tone, this tartan remains an iconic representation of the Gurkha Rifles' storied tradition. Interestingly, its unusual registration status, sanctioned by the Lord Lyon, reflects its adoption as a standard tartan for non-Scottish wearers, allowing its bold presence to be felt beyond traditional Highland borders.",1650
824,,Tartan,Childers,Childers [default],,3861,,False,,True,False,2025-10-24 16:10:47.134488,"The Childers tartan, named after its proud wearer Alan Childers, is a testament to the enduring spirit of Scottish heritage. Designed by renowned weaver Dr Philip D Smith in 1997, this Name tartan is deeply rooted in military tradition, drawing inspiration from the Childers sett. Its distinctive pattern pays homage to the family's rich history, with intricate blues and greens evoking the rugged beauty of Scotland's wild landscapes. Originally commissioned for Alan Childers, this tartan now serves as a proud symbol of his family's honour and legacy, reflecting the timeless values of loyalty, duty, and tradition that have defined Scottish clan life for centuries.",1649
826,,Tartan,,Children's Wish Foundation Canada,Canadian,55164,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476339,,
829,,Tartan,Chisholm,Chisholm 2,,1454,,False,,True,False,2025-10-24 16:10:47.134972,"The Chisholm tartan, registered in 1842, holds a revered place within Scotland's rich cultural heritage. Designed by Sobieski Stewarts, The, this traditional Clan tartan is steeped in history and family identity. First featured in the esteemed Vestiarium Scoticum publication of that year, it is an authentic representation of the storied Clan Chisholm, whose ancestral roots run deep through Scotland's rugged landscape. This intricate design, woven with precision and care, embodies the proud traditions of its namesake clan, evoking a sense of honour, loyalty, and heritage that has been passed down through generations. Its registration as a legitimate Clan tartan ensures its continued association with the Chisholm family, allowing wearers to proudly don their clan's colours, while also paying tribute to Scotland's proud textile traditions.",1663
830,,Tartan,Chisholm,Chisholm Artifact,,532,,False,,True,False,2025-10-24 16:10:47.135086,"The Chisholm tartan, registered in 1800, embodies the rich heritage and storied history of Scotland's most revered clans. This ancient design, believed to have been created by Wilsons of Bannockburn, is a testament to the enduring legacy of Mary Chisholm, a legendary clan heroine from the late 18th century. Characterised by its distinctive pattern, this tartan has played a significant role in Scottish tradition and identity for centuries, serving as a symbol of family honour and cultural heritage. Originally worn by members of Clan Chisholm, its subtle variations are now cherished by descendants around the world, each thread weaving together a narrative of history, community, and national pride.",1662
